heart_disease_mortality_per_100k,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician
308,0.437,0.079,0.191,0.042,0.519,0.209,0.185,0.019,0.159,0.795,0.011,0,0.159448819,0.341535433,0.311023622,0.187992126,11,13,0.331,0.289,0.135,0.102,0.072,0.313,13,5.04,20.74,2609,1809
195,0.584,0.033,0.119,0.033,0.493,0.209,0.095,0.055,0.038,0.814,0,0.056,0.059118236,0.172344689,0.25751503,0.511022044,13,5,0.235,0.138,0.061,0.063,0.222,0.173,11,2.3,5.64,489,589
296,0.457,0.068,0.124,0.041,0.499,0.203,0.193,0.004,0.041,0.928,0,0.005,0.098802395,0.469061876,0.246506986,0.185628743,10,13,0.314,0.209,0.113,0.082,0.188,0.285,14,2.7,13.96,2000,1229
306,0.417,0.058,0.243,0.096,0.448,0.192,0.17,0.041,0.196,0.727,0.006,0.006,0.23023023,0.395395395,0.281281281,0.093093093,11,10,0.364,0.294,0.13,0.096,0.148,0.32,12,8.3,25.23,2390,2829
215,0.419,0.059,0.392,0.137,0.515,0.295,0.097,0.822,0.025,0.132,0.012,0.011,0.244532803,0.243538767,0.295228628,0.216699801,16,6,0.24,0.149,0.083,0.097,0.171,0.216,10,2.83,11.11,2870,2180
349,0.444,0.052,0.231,0.054,0.503,0.237,0.162,0.055,0.012,0.919,0.009,0.009,0.183838384,0.342424242,0.327272727,0.146464646,12,12,0.338,0.227,0.126,0.091,0.113,0.306,12,2.8,25.04,2299,1779
401,0.398,0.054,0.277,0.081,0.518,0.256,0.158,0.022,0.35,0.615,0.004,0.002,0.200199203,0.386454183,0.289840637,0.123505976,10,11,0.373,0.233,0.149,0.127,0.073,0.358,12,6.8,33.76,3919,2100
267,0.48,0.059,0.16,0.025,0.513,0.253,0.137,0.042,0.302,0.624,0.001,0.022,0.094621514,0.283864542,0.354581673,0.266932271,13,10,0.319,0.217,0.112,0.075,0.194,0.276,12,15.2,9.41,1509,1660
245,0.498,0.047,0.18,0.052,0.489,0.199,0.177,0.023,0.042,0.913,0.003,0.006,0.139086294,0.407106599,0.240609137,0.21319797,9,10,0.272,0.179,0.096,0.07,0.123,0.26,13,3.36,17.43,4000,2289
374,0.389,0.072,0.263,0.079,0.518,0.236,0.151,0.015,0.326,0.653,0,0,0.24120603,0.36080402,0.267336683,0.130653266,12,13,0.379,0.264,0.132,0.124,0.126,0.318,12,18.8,41.24,4360,2399
338,0.431,0.09,0.35,0.123,0.501,0.264,0.129,0.177,0.221,0.583,0.021,0.01,0.263681592,0.366169154,0.23681592,0.133333333,13,10,0.334,0.243,0.135,0.103,0.119,0.29,12,10.64,23.56,4280,1750
279,0.527,0.052,0.26,0.063,0.512,0.243,0.102,0.04,0.263,0.677,0.009,0.019,0.138415246,0.280842528,0.279839519,0.300902708,15,7,0.291,0.216,0.072,0.103,0.215,0.255,11,6.36,15.89,1650,949
315,0.455,0.075,0.235,0.067,0.531,0.269,0.111,0.052,0.522,0.39,0.004,0.017,0.12815338,0.269424823,0.293642785,0.308779011,15,8,0.344,0.167,0.107,0.106,0.121,0.293,13,16.81,13.92,1619,1270
294,0.463,0.068,0.212,0.049,0.509,0.199,0.178,0.005,0.036,0.93,0,0.005,0.113432836,0.409950249,0.261691542,0.214925373,11,12,0.318,0.218,0.125,0.09,0.094,0.32,14,1.5,11.66,1959,1450
303,0.47,0.038,0.281,0.118,0.512,0.241,0.143,0.238,0.071,0.661,0.005,0.028,0.132113821,0.286585366,0.338414634,0.242886179,15,10,0.281,0.208,0.101,0.087,0.095,0.252,10,4.6,15.77,1539,1579
319,0.518,0.049,0.197,0.072,0.515,0.241,0.16,0.019,0.114,0.838,0,0,0.184368737,0.424849699,0.26252505,0.128256513,12,11,0.373,0.249,0.117,0.089,0.128,0.344,13,3.8,20.45,1779,1770
224,0.388,0.078,0.279,0.082,0.492,0.262,0.146,0.592,0.016,0.337,0.053,0.004,0.19238477,0.316633267,0.315631263,0.175350701,11,9,0.292,0.22,0.087,0.089,0.121,0.241,10,8.3,20.28,5439,3059
291,0.479,0.075,0.237,0.06,0.512,0.237,0.143,0.06,0.151,0.746,0,0.013,0.172172172,0.299299299,0.337337337,0.191191191,11,10,0.271,0.258,0.129,0.107,0.132,0.288,13,5.15,15.66,2069,1520
346,0.322,0.064,0.405,0.11,0.507,0.297,0.129,0.318,0.05,0.601,0.033,0,0.306403941,0.35270936,0.262068966,0.078817734,17,9,0.382,0.221,0.138,0.077,0.15,0.308,11,9.53,35.38,4329,1719
321,0.359,0.06,0.233,0.1,0.458,0.189,0.161,0.042,0.266,0.66,0.006,0.014,0.201798202,0.368631369,0.291708292,0.137862138,10,12,0.332,0.184,0.132,0.106,0.111,0.327,12,10.12,26.05,5210,2459
321,0.445,0.069,0.233,0.049,0.524,0.196,0.136,0.015,0.358,0.575,0.006,0.031,0.208955224,0.337313433,0.221890547,0.231840796,11,10,0.34,0.187,0.152,0.094,0.108,0.299,12,6.2,23.69,3699,1840
329,0.399,0.047,0.231,0.09,0.48,0.245,0.112,0.122,0.167,0.574,0.054,0.021,0.09929078,0.334346505,0.359675785,0.20668693,15,9,0.334,0.295,0.108,0.077,0.176,0.295,10,7.4,14.93,1109,1369
279,0.463,0.066,0.199,0.075,0.513,0.2,0.163,0.02,0.074,0.881,0,0.016,0.12250996,0.358565737,0.296812749,0.222111554,11,10,0.33,0.262,0.118,0.092,0.114,0.291,13,1.9,9.74,1799,1120
303,0.525,0.065,0.15,0.039,0.495,0.221,0.17,0.094,0.027,0.874,0,0.004,0.11665005,0.372881356,0.33998006,0.170488534,10,11,0.295,0.221,0.103,0.078,0.251,0.233,12,0.5,15.08,2070,2350
256,0.539,0.06,0.127,0.051,0.495,0.224,0.146,0.08,0.017,0.874,0.003,0.019,0.049796748,0.31504065,0.294715447,0.340447154,8,8,0.242,0.18,0.072,0.064,0.179,0.245,11,0.3,7.32,1429,1989
279,0.388,0.077,0.235,0.052,0.518,0.228,0.174,0.01,0,0.979,0.004,0.003,0.214214214,0.408408408,0.251251251,0.126126126,11,12,0.351,0.332,0.142,0.134,0.122,0.389,13,7.35,23.74,2609,1999
320,0.431,0.07,0.229,0.056,0.515,0.236,0.139,0.021,0.021,0.926,0,0.004,0.182281059,0.395112016,0.259674134,0.16293279,14,11,0.338,0.261,0.114,0.093,0.095,0.314,13,7.6,21.84,1940,2240
252,0.526,0.054,0.111,0.041,0.501,0.229,0.132,0.067,0.16,0.712,0.01,0.027,0.085148515,0.246534653,0.281188119,0.387128713,12,7,0.281,0.145,0.096,0.078,0.18,0.232,13,3.2,10.1,1590,1450
269,0.531,0.063,0.21,0.085,0.512,0.235,0.137,0.091,0.228,0.636,0.007,0.02,0.112315271,0.287684729,0.307389163,0.292610837,14,9,0.311,0.22,0.108,0.076,0.158,0.247,9,16,12.18,1280,1360
312,0.329,0.116,0.221,0.044,0.526,0.235,0.168,0.014,0.435,0.521,0.015,0.009,0.192307692,0.432186235,0.237854251,0.137651822,12,12,0.353,0.133,0.146,0.132,0.083,0.308,13,6.5,29.09,3600,2090
355,0.456,0.064,0.303,0.1,0.503,0.26,0.158,0.046,0.137,0.799,0.005,0,0.23747495,0.329659319,0.29258517,0.140280561,14,10,0.333,0.306,0.127,0.12,0.105,0.323,12,5.41,30.51,3070,1820
400,0.303,0.108,0.271,0.1,0.471,0.222,0.153,0.005,0.69,0.28,0,0.002,0.288118812,0.362376238,0.203960396,0.145544554,11,12,0.422,0.229,0.184,0.158,0.14,0.379,11,17.39,35.37,3510,2409
231,0.467,0.059,0.184,0.046,0.505,0.225,0.143,0.055,0.022,0.86,0.023,0.028,0.067326733,0.254455446,0.39009901,0.288118812,12,9,0.279,0.18,0.097,0.073,0.176,0.184,11,2.1,8.14,1350,1149
280,0.46,0.076,0.189,0.07,0.519,0.199,0.153,0.013,0.06,0.878,0.014,0.017,0.100917431,0.351681957,0.307849134,0.239551478,11,10,0.333,0.256,0.11,0.087,0.119,0.315,13,3.16,9.8,1970,1180
322,0.48,0.078,0.135,0.033,0.517,0.202,0.17,0.022,0.077,0.873,0.008,0.001,0.099497487,0.35879397,0.320603015,0.221105528,10,11,0.293,0.227,0.112,0.081,0.179,0.271,13,2.3,9.84,1950,2320
179,0.63,0.03,0.15,0.052,0.487,0.13,0.147,0.151,0.048,0.42,0.011,0.341,0.119920714,0.131813677,0.21308226,0.53518335,11,7,0.156,0.095,0.06,0.073,0.208,0.139,8,7.2,3.55,709,619
242,0.516,0.059,0.148,0.065,0.508,0.224,0.187,0.018,0.003,0.967,0.003,0.005,0.105315948,0.48445336,0.233701103,0.176529589,11,12,0.327,0.214,0.107,0.074,0.166,0.248,12,1.1,16.68,1880,1390
291,0.413,0.073,0.263,0.105,0.483,0.218,0.17,0.062,0.175,0.749,0.009,0,0.148554337,0.353938185,0.348953141,0.148554337,12,12,0.342,0.241,0.119,0.091,0.169,0.307,12,4.89,34.88,2700,2169
202,0.483,0.054,0.226,0.135,0.506,0.257,0.134,0.302,0.049,0.58,0.02,0.042,0.130699088,0.227963526,0.333333333,0.308004053,13,7,0.229,0.155,0.083,0.077,0.169,0.198,10,8.35,12.24,1619,1469
179,0.54,0.043,0.218,0.123,0.496,0.194,0.137,0.134,0.004,0.802,0.075,0.009,0.058358061,0.194856578,0.320474777,0.426310584,11,7,0.174,0.161,0.053,0.078,0.221,0.138,11,3.9,19.85,1209,970
306,0.433,0.057,0.203,0.045,0.496,0.231,0.131,0.068,0.128,0.777,0.008,0.017,0.162650602,0.326305221,0.281124498,0.229919679,11,8,0.334,0.222,0.114,0.088,0.091,0.311,13,4.9,20.86,3549,3129
326,0.488,0.044,0.187,0.078,0.517,0.276,0.12,0.025,0.378,0.569,0.018,0.025,0.10330993,0.162487462,0.280842528,0.45336008,13,9,0.313,0.146,0.112,0.116,0.153,0.268,12,9.21,14.16,1640,850
345,0.431,0.057,0.272,0.067,0.511,0.246,0.144,0.066,0.012,0.861,0.016,0.016,0.134207871,0.391523713,0.321897074,0.152371342,13,10,0.377,0.218,0.101,0.084,0.135,0.326,11,3.5,15.2,6160,2060
321,0.396,0.107,0.231,0.062,0.519,0.222,0.176,0.026,0.529,0.393,0.042,0.013,0.226824458,0.364891519,0.281065089,0.127218935,11,13,0.384,0.207,0.165,0.122,0.053,0.334,12,11.33,24.2,3949,1800
239,0.403,0.061,0.359,0.143,0.486,0.294,0.133,0.805,0.013,0.167,0.015,0.01,0.337611056,0.271470879,0.225074038,0.165844028,18,7,0.273,0.124,0.1,0.066,0.132,0.261,10,3,12.72,3469,2700
283,0.521,0.044,0.145,0.045,0.507,0.244,0.119,0.134,0.062,0.769,0.011,0.022,0.097560976,0.323902439,0.325853659,0.252682927,11,8,0.306,0.213,0.081,0.085,0.233,0.222,13,1.6,9.29,1690,2200
368,0.378,0.09,0.282,0.085,0.525,0.252,0.144,0.006,0.388,0.588,0,0,0.235119048,0.364087302,0.264880952,0.135912698,14,11,0.359,0.181,0.135,0.134,0.079,0.349,13,9.89,30.3,10389,2939
187,0.595,0.031,0.081,0.018,0.513,0.194,0.122,0.017,0.018,0.913,0.004,0.025,0.066866267,0.206586826,0.239520958,0.487025948,10,7,0.207,0.102,0.052,0.075,0.208,0.146,11,0.67,6.03,1220,589
360,0.393,0.071,0.211,0.04,0.512,0.224,0.18,0.017,0.059,0.899,0.003,0.003,0.212935323,0.367164179,0.308457711,0.111442786,12,14,0.341,0.27,0.139,0.102,0.09,0.351,12,6.5,38,2529,2450
300,0.462,0.059,0.167,0.062,0.485,0.235,0.153,0.026,0.117,0.827,0.004,0.015,0.110671937,0.384387352,0.324110672,0.18083004,13,10,0.366,0.231,0.121,0.088,0.173,0.28,13,4.15,10.58,1880,1509
348,0.443,0.068,0.237,0.073,0.521,0.239,0.158,0.018,0.41,0.563,0.012,0.007,0.194610778,0.366267465,0.268463074,0.170658683,13,12,0.34,0.239,0.155,0.121,0.098,0.327,12,13.5,28.78,3570,1999
222,0.54,0.051,0.204,0.057,0.497,0.203,0.108,0.107,0.062,0.715,0.023,0.082,0.094282849,0.18555667,0.309929789,0.410230692,12,7,0.226,0.131,0.074,0.07,0.193,0.133,10,3.5,6.18,1109,770
263,0.499,0.053,0.361,0.16,0.506,0.274,0.094,0.385,0.216,0.328,0,0.048,0.229083665,0.226095618,0.258964143,0.285856574,16,6,0.301,0.164,0.096,0.071,0.148,0.249,10,9.11,10.32,1409,1600
304,0.408,0.084,0.291,0.108,0.503,0.22,0.141,0.09,0.55,0.332,0,0,0.217871486,0.342369478,0.270080321,0.169678715,12,10,0.377,0.183,0.15,0.133,0.112,0.327,12,8.05,29.02,5509,5760
263,0.504,0.056,0.183,0.06,0.503,0.252,0.118,0.03,0.042,0.889,0,0.01,0.102204409,0.29759519,0.309619238,0.290581162,15,9,0.315,0.271,0.103,0.082,0.199,0.259,13,3.92,9.39,2149,1290
235,0.493,0.063,0.161,0.065,0.511,0.211,0.188,0.036,0.082,0.847,0.004,0.005,0.097782258,0.394153226,0.299395161,0.208669355,11,11,0.273,0.205,0.106,0.081,0.208,0.279,13,1.39,10.48,1690,1270
261,0.471,0.086,0.153,0.029,0.519,0.231,0.172,0.023,0.159,0.795,0.005,0.009,0.104950495,0.353465347,0.318811881,0.222772277,12,12,0.316,0.23,0.105,0.094,0.161,0.268,13,5.19,10.57,2149,1230
261,0.471,0.073,0.162,0.028,0.524,0.229,0.174,0.022,0.174,0.777,0.003,0.016,0.103,0.348,0.316,0.233,12,12,0.33,0.239,0.113,0.085,0.162,0.246,13,7.9,9.81,1910,1170
278,0.465,0.048,0.158,0.044,0.497,0.23,0.155,0.024,0.081,0.853,0.008,0.006,0.098703888,0.348953141,0.348953141,0.203389831,11,10,0.36,0.22,0.107,0.091,0.215,0.227,13,2.8,10.08,1740,2080
210,0.46,0.026,0.247,0.1,0.494,0.228,0.166,0.037,0.019,0.86,0.046,0,0.088088088,0.312312312,0.344344344,0.255255255,14,10,0.295,0.184,0.087,0.061,0.184,0.282,12,3.7,16.07,1140,1330
367,0.409,0.079,0.205,0.051,0.519,0.23,0.148,0.038,0.2,0.737,0.007,0.007,0.189271255,0.317813765,0.314777328,0.178137652,11,12,0.339,0.244,0.135,0.094,0.13,0.332,13,10.31,21.73,2179,1490
340,0.479,0.073,0.258,0.076,0.534,0.228,0.174,0.071,0.41,0.514,0,0.002,0.203610832,0.328986961,0.35005015,0.117352056,12,12,0.338,0.163,0.154,0.101,0.082,0.362,12,7.95,20.25,2230,2189
279,0.486,0.075,0.131,0.048,0.506,0.203,0.186,0.037,0.015,0.939,0.013,0.008,0.110127827,0.468043265,0.269419862,0.152409046,9,12,0.327,0.296,0.108,0.082,0.173,0.306,12,2.24,19.26,2429,2239
327,0.454,0.049,0.244,0.041,0.512,0.237,0.149,0.037,0.241,0.7,0.01,0,0.147738693,0.4,0.318592965,0.133668342,14,10,0.33,0.329,0.118,0.115,0.13,0.336,11,5.1,24.12,2889,3630
371,0.442,0.075,0.18,0.039,0.504,0.244,0.149,0.034,0.139,0.802,0.006,0.016,0.148335015,0.403632694,0.249243189,0.198789102,12,10,0.337,0.334,0.127,0.105,0.095,0.363,14,4.6,18.71,2010,1530
309,0.524,0.058,0.154,0.034,0.517,0.225,0.197,0.061,0.011,0.921,0.012,0.001,0.113207547,0.411122145,0.323733863,0.151936445,11,12,0.316,0.242,0.106,0.061,0.197,0.31,13,4.68,21.28,3300,2670
410,0.447,0.073,0.229,0.074,0.525,0.25,0.147,0.013,0.479,0.481,0,0.009,0.146733668,0.300502513,0.316582915,0.236180905,13,11,0.365,0.268,0.14,0.125,0.148,0.35,12,12.2,21.13,2189,1449
298,0.397,0.077,0.221,0.044,0.503,0.209,0.188,0.011,0.084,0.875,0.007,0.008,0.173134328,0.393034826,0.246766169,0.187064677,11,13,0.351,0.228,0.138,0.098,0.064,0.359,13,5.6,17.8,1789,1190
251,0.461,0.068,0.226,0.079,0.505,0.182,0.2,0.04,0.061,0.871,0.008,0.007,0.105835806,0.278931751,0.362017804,0.253214639,9,11,0.283,0.216,0.122,0.075,0.209,0.292,12,3.55,19.11,1450,1370
243,0.519,0.058,0.225,0.076,0.521,0.195,0.146,0.056,0.146,0.762,0.01,0.012,0.08546169,0.220039293,0.326129666,0.368369352,11,8,0.257,0.178,0.103,0.089,0.179,0.212,12,4.34,10.26,1439,1129
260,0.474,0.069,0.268,0.109,0.514,0.184,0.22,0.115,0.101,0.742,0.006,0.015,0.115,0.333,0.333,0.219,9,13,0.255,0.23,0.119,0.078,0.165,0.252,11,4.91,21.13,2370,1500
203,0.475,0.056,0.159,0.066,0.502,0.211,0.177,0.122,0.009,0.799,0.022,0.03,0.077777778,0.221212121,0.377777778,0.323232323,9,8,0.205,0.137,0.079,0.069,0.21,0.147,9,3,10.06,1259,1440
224,0.323,0.09,0.335,0.1,0.488,0.256,0.132,0.373,0.008,0.21,0.428,0,0.186758893,0.358695652,0.33201581,0.122529644,15,10,0.317,0.192,0.118,0.094,0.12,0.263,10,7.94,30.49,2480,1620
255,0.459,0.061,0.24,0.089,0.522,0.175,0.088,0.105,0.262,0.563,0.012,0.046,0.151,0.221,0.234,0.394,11,6,0.267,0.124,0.099,0.095,0.124,0.242,13,5.4,10.09,1829,1520
292,0.446,0.115,0.308,0.085,0.504,0.318,0.095,0.625,0.012,0.311,0.025,0.031,0.317171717,0.258585859,0.288888889,0.135353535,17,7,0.288,0.149,0.069,0.066,0.189,0.199,10,8.7,16.87,2140,2349
160,0.545,0.041,0.062,0.039,0.506,0.252,0.115,0.04,0.042,0.855,0.005,0.047,0.047571853,0.219028741,0.319127849,0.414271556,12,6,0.232,0.158,0.066,0.055,0.207,0.171,12,0.25,5.63,1480,890
292,0.469,0.059,0.235,0.091,0.523,0.241,0.142,0.065,0.203,0.689,0.008,0.022,0.168844221,0.293467337,0.309547739,0.228140704,12,10,0.285,0.205,0.123,0.1,0.116,0.28,13,7.35,18.3,2389,1529
245,0.523,0.048,0.303,0.123,0.505,0.215,0.149,0.272,0.263,0.405,0.003,0.035,0.119119119,0.275275275,0.304304304,0.301301301,12,8,0.245,0.141,0.095,0.092,0.146,0.232,11,5.3,12.28,1480,1339
260,0.465,0.048,0.241,0.082,0.514,0.285,0.126,0.155,0.02,0.768,0.026,0.027,0.126646403,0.31408308,0.250253293,0.309017224,14,7,0.273,0.178,0.09,0.071,0.147,0.261,11,2.19,15.84,2340,1819
411,0.436,0.074,0.226,0.08,0.525,0.255,0.136,0.015,0.473,0.501,0,0.016,0.141434263,0.303784861,0.30876494,0.246015936,13,11,0.398,0.259,0.122,0.114,0.147,0.338,12,9.81,19.74,2429,1509
288,0.463,0.063,0.172,0.061,0.493,0.212,0.179,0.025,0.024,0.955,0.008,0.005,0.13030303,0.464646465,0.25959596,0.145454545,10,12,0.331,0.219,0.113,0.078,0.148,0.322,14,3.7,14,4409,1739
160,0.538,0.029,0.074,0.052,0.509,0.238,0.127,0.04,0.04,0.846,0.005,0.052,0.04,0.219,0.33,0.411,11,6,0.247,0.155,0.072,0.06,0.215,0.181,12,0.1,4.89,1450,879
269,0.528,0.072,0.215,0.074,0.511,0.248,0.126,0.084,0.237,0.633,0.011,0.018,0.110891089,0.294059406,0.306930693,0.288118812,14,9,0.316,0.216,0.094,0.096,0.154,0.252,9,15.71,11.92,1370,1329
319,0.351,0.089,0.261,0.077,0.483,0.222,0.148,0.021,0.645,0.331,0.007,0.005,0.240039841,0.39940239,0.244023904,0.116533865,10,11,0.397,0.167,0.151,0.144,0.124,0.318,12,14.18,38.31,10309,9479
241,0.49,0.058,0.219,0.075,0.505,0.301,0.103,0.111,0.117,0.741,0.007,0.026,0.112871287,0.24950495,0.301980198,0.335643564,11,6,0.271,0.167,0.086,0.081,0.139,0.218,12,3.83,14.73,4210,1749
245,0.487,0.045,0.3,0.121,0.502,0.274,0.124,0.268,0.077,0.631,0.023,0.025,0.221449851,0.283018868,0.271102284,0.224428997,14,8,0.257,0.153,0.113,0.084,0.165,0.227,14,3.4,12.68,2179,1620
328,0.47,0.075,0.226,0.064,0.512,0.231,0.166,0.032,0.21,0.739,0.004,0.01,0.182524272,0.339805825,0.313592233,0.16407767,11,12,0.297,0.241,0.134,0.106,0.102,0.309,13,8.64,20.21,2760,1940
401,0.332,0.11,0.256,0.073,0.47,0.21,0.146,0.006,0.706,0.288,0.008,0.004,0.302419355,0.357862903,0.196572581,0.143145161,12,13,0.407,0.226,0.177,0.15,0.133,0.37,10,15,39.29,3119,3139
341,0.468,0.045,0.378,0.139,0.492,0.284,0.113,0.36,0.101,0.489,0.007,0.036,0.24750499,0.274451098,0.330339321,0.147704591,17,10,0.338,0.22,0.096,0.1,0.149,0.311,10,7.25,21.27,2260,1239
202,0.517,0.043,0.21,0.078,0.502,0.274,0.13,0.256,0.022,0.701,0.015,0.013,0.171171171,0.324324324,0.319319319,0.185185185,16,9,0.311,0.17,0.085,0.075,0.18,0.262,12,1.8,10.63,1289,1630
244,0.447,0.059,0.225,0.099,0.493,0.216,0.137,0.042,0.059,0.839,0.004,0.011,0.101405622,0.28313253,0.34939759,0.266064257,11,8,0.286,0.239,0.105,0.085,0.166,0.249,13,1.56,15.62,4330,1539
240,0.485,0.039,0.123,0.065,0.469,0.227,0.109,0.046,0.041,0.853,0.02,0.017,0.069556452,0.290322581,0.381048387,0.259072581,19,6,0.309,0.184,0.065,0.067,0.231,0.263,10,2.3,13.15,1439,1500
262,0.496,0.058,0.174,0.044,0.507,0.239,0.122,0.028,0.053,0.887,0.003,0.016,0.115736041,0.295431472,0.306598985,0.282233503,14,9,0.291,0.275,0.102,0.097,0.192,0.247,13,2.4,9.44,2090,1279
288,0.52,0.052,0.215,0.074,0.52,0.199,0.124,0.024,0.038,0.907,0.008,0.015,0.137524558,0.297642436,0.277013752,0.287819253,11,8,0.295,0.224,0.104,0.092,0.074,0.305,13,2.2,16.69,2659,1679
201,0.484,0.061,0.166,0.065,0.519,0.24,0.139,0.251,0.092,0.481,0.017,0.152,0.115384615,0.189349112,0.306706114,0.388560158,11,7,0.226,0.119,0.071,0.071,0.185,0.164,8,8.01,8.09,1299,1120
295,0.472,0.072,0.235,0.077,0.52,0.234,0.161,0.07,0.385,0.516,0.015,0.009,0.15920398,0.334328358,0.310447761,0.1960199,11,11,0.32,0.223,0.126,0.102,0.164,0.319,12,11.5,18.59,2020,1670
318,0.4,0.1,0.245,0.076,0.53,0.247,0.157,0.071,0.499,0.416,0.007,0.003,0.242147923,0.372847011,0.27254306,0.112462006,13,11,0.321,0.275,0.138,0.122,0.075,0.322,12,15.01,17.21,2420,1960
258,0.454,0.064,0.234,0.084,0.515,0.242,0.158,0.037,0.164,0.781,0,0.017,0.173826174,0.312687313,0.31968032,0.193806194,12,11,0.306,0.208,0.12,0.091,0.099,0.3,13,6.97,21.25,2659,1649
313,0.452,0.027,0.205,0.061,0.513,0.265,0.12,0.042,0.061,0.872,0.009,0.004,0.126357354,0.346495558,0.33958539,0.187561698,13,9,0.329,0.208,0.121,0.074,0.151,0.277,12,4.7,23.07,3720,5369
215,0.445,0.055,0.159,0.051,0.491,0.205,0.156,0.059,0.029,0.784,0.021,0.046,0.064039409,0.230541872,0.40591133,0.299507389,12,8,0.306,0.174,0.085,0.063,0.178,0.185,11,1.8,8.38,1460,1490
235,0.529,0.056,0.201,0.065,0.513,0.226,0.13,0.186,0.093,0.48,0,0.227,0.106212425,0.265531062,0.216432866,0.411823647,11,7,0.236,0.127,0.093,0.084,0.123,0.265,11,1.91,5.4,1299,1070
367,0.458,0.045,0.26,0.114,0.51,0.235,0.153,0.046,0.027,0.695,0.173,0.003,0.122244489,0.329659319,0.280561122,0.26753507,15,10,0.389,0.274,0.113,0.092,0.124,0.358,10,2.94,31.74,1799,1640
291,0.47,0.054,0.243,0.101,0.511,0.239,0.149,0.057,0.205,0.698,0,0.022,0.171485543,0.298105683,0.308075773,0.222333001,12,10,0.293,0.199,0.129,0.098,0.121,0.272,13,7.9,16.95,2130,1520
285,0.533,0.048,0.239,0.067,0.515,0.225,0.108,0.093,0.277,0.564,0.001,0.032,0.130348259,0.24278607,0.258706468,0.368159204,15,8,0.298,0.171,0.09,0.086,0.111,0.271,14,12.16,13.19,1440,1070
285,0.532,0.041,0.223,0.076,0.52,0.222,0.109,0.099,0.278,0.57,0.009,0.032,0.127918782,0.247715736,0.250761421,0.373604061,15,8,0.311,0.167,0.108,0.095,0.108,0.259,15,9,12.35,1400,1050
363,0.417,0.051,0.368,0.162,0.504,0.314,0.104,0.027,0,0.38,0.566,0.002,0.172962227,0.380715706,0.313121272,0.133200795,23,14,0.364,0.276,0.151,0.068,0.237,0.315,10,19.7,38.84,1850,3640
240,0.547,0.035,0.119,0.054,0.51,0.228,0.148,0.031,0.1,0.849,0.005,0.018,0.083333333,0.275490196,0.290196078,0.350980392,9,8,0.247,0.169,0.096,0.074,0.163,0.243,12,2.2,11.19,1800,1390
380,0.348,0.069,0.305,0.112,0.476,0.288,0.137,0.038,0.412,0.487,0.071,0.009,0.242814668,0.352824579,0.282457879,0.121902874,13,13,0.364,0.271,0.163,0.129,0.118,0.36,13,11.4,27.55,5839,11640
245,0.53,0.064,0.306,0.13,0.521,0.216,0.153,0.256,0.263,0.429,0,0.03,0.114488349,0.278622087,0.296859169,0.310030395,12,8,0.241,0.144,0.085,0.103,0.147,0.237,11,5.08,12.45,1509,1339
224,0.46,0.063,0.192,0.079,0.513,0.22,0.187,0.042,0.13,0.807,0.009,0.008,0.124877089,0.343166175,0.27826942,0.253687316,11,11,0.333,0.188,0.117,0.081,0.166,0.273,13,4.5,22.5,4980,1540
259,0.39,0.057,0.304,0.101,0.481,0.251,0.165,0.356,0.04,0.518,0.067,0.023,0.168699187,0.295731707,0.37398374,0.161585366,14,9,0.246,0.245,0.092,0.089,0.151,0.232,10,5.6,13.25,2730,2059
350,0.439,0.068,0.261,0.061,0.504,0.239,0.146,0.037,0.037,0.891,0.007,0.003,0.170731707,0.37296748,0.263211382,0.193089431,13,11,0.344,0.163,0.108,0.083,0.092,0.278,12,3.68,25.96,3139,2050
186,0.473,0.049,0.228,0.098,0.526,0.203,0.211,0.128,0.127,0.708,0.015,0.01,0.136590229,0.2333001,0.261216351,0.36889332,9,10,0.267,0.201,0.094,0.079,0.171,0.213,12,6.14,24.04,4450,2210
288,0.49,0.046,0.161,0.044,0.517,0.229,0.163,0.049,0.29,0.607,0,0.034,0.120240481,0.276553106,0.298597194,0.304609218,12,11,0.277,0.195,0.122,0.099,0.174,0.253,14,8.6,5.96,1060,890
255,0.505,0.047,0.267,0.105,0.523,0.168,0.216,0.085,0.096,0.76,0.014,0.034,0.096933729,0.296735905,0.3115727,0.294757666,9,12,0.237,0.2,0.109,0.089,0.176,0.197,11,4.47,13.92,1629,1129
239,0.463,0.062,0.254,0.101,0.501,0.226,0.166,0.062,0.165,0.742,0.011,0.018,0.145113524,0.313919052,0.325765054,0.215202369,11,10,0.269,0.287,0.128,0.08,0.175,0.242,12,2.3,22.42,3069,3179
